id,title,poster_path,status,genre,overview,budget,revenue,production_countries,production_companies,vote_count,vote_average,release_date,language
13,Forrest Gump,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,Released,Comedy,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",55000000,677387716,"Paramount, The Steve Tisch Company, Wendy Finerman Productions","Paramount, The Steve Tisch Company, Wendy Finerman Productions",25409,8.477,1994-06-23,en
671,Harry Potter and the Philosopher's Stone,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,Released,Adventure,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",125000000,976475550,"Warner Bros. Pictures, Heyday Films, 1492 Pictures","Warner Bros. Pictures, Heyday Films, 1492 Pictures",25379,7.916,2001-11-16,en
1726,Iron Man,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,Released,Action,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",140000000,585174222,Marvel Studios,Marvel Studios,24874,7.64,2008-04-30,en
68718,Django Unchained,/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,Released,Drama,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",100000000,425368238,"The Weinstein Company, Columbia Pictures","The Weinstein Company, Columbia Pictures",24672,8.171,2012-12-25,en
278,The Shawshank Redemption,/lyQBXzOQSuE59IsHyhrp0qIiPAz.jpg,Released,Drama,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",25000000,28341469,Castle Rock Entertainment,Castle Rock Entertainment,24649,8.702,1994-09-23,en
299534,Avengers: Endgame,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,Released,Adventure,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",356000000,2800000000,Marvel Studios,Marvel Studios,23857,8.263,2019-04-24,en
603,The Matrix,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,Released,Action,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",63000000,463517383,"Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures","Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros. Pictures",23815,8.206,1999-03-30,en
597,Titanic,/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,Released,Drama,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",200000000,2264162353,"Paramount, 20th Century Fox, Lightstorm Entertainment","Paramount, 20th Century Fox, Lightstorm Entertainment",23637,7.9,1997-11-18,en
475557,Joker,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,Released,Crime,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",55000000,1074458282,"Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films","Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films",23425,8.168,2019-10-01,en
120,The Lord of the Rings: The Fellowship of the Ring,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,Released,Adventure,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",93000000,871368364,"New Line Cinema, WingNut Films, The Saul Zaentz Company","New Line Cinema, WingNut Films, The Saul Zaentz Company",23323,8.402,2001-12-18,en
122,The Lord of the Rings: The Return of the King,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,Released,Adventure,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",94000000,1118888979,"New Line Cinema, WingNut Films, The Saul Zaentz Company","New Line Cinema, WingNut Films, The Saul Zaentz Company",22334,8.474,2003-12-01,en
11324,Shutter Island,/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,Released,Drama,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",80000000,294800000,"Phoenix Pictures, Paramount, Appian Way, Sikelia Productions, Mandate International","Phoenix Pictures, Paramount, Appian Way, Sikelia Productions, Mandate International",22318,8.2,2010-02-14,en
106646,The Wolf of Wall Street,/34m2tygAYBGqA9MXKhRDtzYd4MR.jpg,Released,Crime,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",100000000,392000000,"EMJAG Productions, Red Granite Pictures, Appian Way, Sikelia Productions","EMJAG Productions, Red Granite Pictures, Appian Way, Sikelia Productions",22222,8.035,2013-12-25,en
99861,Avengers: Age of Ultron,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,Released,Action,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",365000000,1405403694,Marvel Studios,Marvel Studios,21754,7.276,2015-04-22,en
271110,Captain America: Civil War,/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,Released,Adventure,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",250000000,1155046416,Marvel Studios,Marvel Studios,21541,7.4,2016-04-27,en
49026,The Dark Knight Rises,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,Released,Action,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",250000000,1081041287,"Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures","Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures",21335,7.777,2012-07-17,en
68721,Iron Man 3,/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,Released,Action,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",200000000,1215577205,Marvel Studios,Marvel Studios,21064,6.928,2013-04-18,en
284054,Black Panther,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,Released,Action,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",200000000,1349926083,Marvel Studios,Marvel Studios,21053,7.39,2018-02-13,en
284052,Doctor Strange,/uGBVj3bEbCoZbDjjl9wTxcygko1.jpg,Released,Action,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",180000000,676343174,Marvel Studios,Marvel Studios,20935,7.427,2016-10-25,en
76341,Mad Max: Fury Road,/8tZYtuWezp8JbcsvHYO0O46tFbo.jpg,Released,Action,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",150000000,378858340,"Kennedy Miller Productions, Warner Bros. Pictures, RatPac Entertainment, Village Roadshow Pictures","Kennedy Miller Productions, Warner Bros. Pictures, RatPac Entertainment, Village Roadshow Pictures",20911,7.582,2015-05-13,en
16869,Inglourious Basterds,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,Released,Drama,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",70000000,321457747,"The Weinstein Company, Universal Pictures, A Band Apart, Zehnte Babelsberg Film, Visiona Romantica, Peninsula Films","The Weinstein Company, Universal Pictures, A Band Apart, Zehnte Babelsberg Film, Visiona Romantica, Peninsula Films",20746,8.215,2009-08-19,en
70160,The Hunger Games,/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,Released,Science Fiction,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",75000000,694394724,"Lionsgate, Color Force","Lionsgate, Color Force",20636,7.193,2012-03-12,en
315635,Spider-Man: Homecoming,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,Released,Action,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",175000000,880166924,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures","Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",20507,7.345,2017-07-05,en
672,Harry Potter and the Chamber of Secrets,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,Released,Adventure,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",100000000,876688482,"Warner Bros. Pictures, Heyday Films, 1492 Pictures","Warner Bros. Pictures, Heyday Films, 1492 Pictures",20390,7.721,2002-11-13,en
283995,Guardians of the Galaxy Vol. 2,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,Released,Science Fiction,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,200000000,863756051,Marvel Studios,Marvel Studios,20353,7.624,2017-04-19,en
121,The Lord of the Rings: The Two Towers,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,Released,Adventure,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",79000000,926287400,"New Line Cinema, WingNut Films, The Saul Zaentz Company","New Line Cinema, WingNut Films, The Saul Zaentz Company",20274,8.385,2002-12-18,en
1771,Captain America: The First Avenger,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,Released,Action,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",140000000,370569774,Marvel Studios,Marvel Studios,20269,6.995,2011-07-22,en
297761,Suicide Squad,/xFw9RXKZDvevAGocgBK0zteto4U.jpg,Released,Action,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",175000000,746846894,"DC Entertainment, Dune Entertainment, Warner Bros. Pictures, Atlas Entertainment, DC Comics, DC Films, Lin Pictures","DC Entertainment, Dune Entertainment, Warner Bros. Pictures, Atlas Entertainment, DC Comics, DC Films, Lin Pictures",20097,5.909,2016-08-03,en
673,Harry Potter and the Prisoner of Azkaban,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,Released,Adventure,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",130000000,789804554,"Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited","Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited",20038,8.02,2004-05-31,en
10195,Thor,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,Released,Adventure,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",150000000,449326618,Marvel Studios,Marvel Studios,20023,6.768,2011-04-21,en
10138,Iron Man 2,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,Released,Adventure,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",200000000,623933331,"Marvel Studios, Fairview Entertainment","Marvel Studios, Fairview Entertainment",19756,6.835,2010-04-28,en
272,Batman Begins,/4MpN4kIEqUjW8OPtOQJXlTdHiJV.jpg,Released,Action,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",150000000,374218673,"Warner Bros. Pictures, DC Comics, Syncopy, Legendary Pictures, Patalex III Productions Limited","Warner Bros. Pictures, DC Comics, Syncopy, Legendary Pictures, Patalex III Productions Limited",19561,7.701,2005-06-10,en
284053,Thor: Ragnarok,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,Released,Action,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",180000000,855301806,Marvel Studios,Marvel Studios,19539,7.595,2017-10-02,en
150540,Inside Out,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,Released,Animation,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",175000000,857611174,"Pixar, Walt Disney Pictures","Pixar, Walt Disney Pictures",19463,7.922,2015-06-09,en
135397,Jurassic World,/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg,Released,Action,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",150000000,1671537444,"Amblin Entertainment, Universal Pictures","Amblin Entertainment, Universal Pictures",19414,6.682,2015-06-06,en
807,Se7en,/6yoghtyTpznpBik8EngEmJskVUO.jpg,Released,Crime,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",33000000,327311859,"New Line Cinema, Juno Pix, Cecchi Gori Pictures","New Line Cinema, Juno Pix, Cecchi Gori Pictures",19403,8.368,1995-09-22,en
674,Harry Potter and the Goblet of Fire,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,Released,Adventure,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",150000000,895921036,"Warner Bros. Pictures, Heyday Films, Patalex IV Productions Limited","Warner Bros. Pictures, Heyday Films, Patalex IV Productions Limited",19287,7.816,2005-11-16,en
22,Pirates of the Caribbean: The Curse of the Black Pearl,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,Released,Adventure,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",140000000,655011224,"Walt Disney Pictures, Jerry Bruckheimer Films","Walt Disney Pictures, Jerry Bruckheimer Films",19233,7.794,2003-07-09,en
12445,Harry Potter and the Deathly Hallows: Part 2,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,Released,Fantasy,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",125000000,1341511219,"Warner Bros. Pictures, Heyday Films","Warner Bros. Pictures, Heyday Films",19183,8.105,2011-07-12,en
11,Star Wars,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,Released,Adventure,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,11000000,775398007,"Lucasfilm Ltd., 20th Century Fox","Lucasfilm Ltd., 20th Century Fox",19155,8.204,1977-05-25,en
297762,Wonder Woman,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,Released,Action,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,149000000,822854286,"Atlas Entertainment, Cruel & Unusual Films, DC Films","Atlas Entertainment, Cruel & Unusual Films, DC Films",18954,7.236,2017-05-30,en
14160,Up,/vpbaStTMt8qqXaEgnOR2EE4DNJk.jpg,Released,Animation,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",175000000,735099082,Pixar,Pixar,18857,7.949,2009-05-28,en
102899,Ant-Man,/8YxOIPrabqkQCOKKbuxaz9IcqhO.jpg,Released,Science Fiction,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",130000000,519311965,Marvel Studios,Marvel Studios,18730,7.082,2015-07-14,en
238,The Godfather,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,Released,Drama,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",6000000,245066411,"Paramount, Alfran Productions","Paramount, Alfran Productions",18677,8.707,1972-03-14,en
286217,The Martian,/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,Released,Drama,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",108000000,630600000,"Scott Free Productions, Genre Films","Scott Free Productions, Genre Films",18525,7.678,2015-09-30,en
105,Back to the Future,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,Released,Adventure,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",19000000,381109762,"Universal Pictures, Amblin Entertainment","Universal Pictures, Amblin Entertainment",18442,8.314,1985-07-03,en
140607,Star Wars: The Force Awakens,/wqnLdwVXoBjKibFRR5U3y0aDUhs.jpg,Released,Adventure,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",245000000,2068223624,"Lucasfilm Ltd., Bad Robot","Lucasfilm Ltd., Bad Robot",18352,7.293,2015-12-15,en
634649,Spider-Man: No Way Home,/5weKu49pzJCt06OPpjvT80efnQj.jpg,Released,Action,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",200000000,1921847111,"Marvel Studios, Pascal Pictures, Columbia Pictures","Marvel Studios, Pascal Pictures, Columbia Pictures",18299,7.99,2021-12-15,en
675,Harry Potter and the Order of the Phoenix,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,Released,Adventure,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students to defend themselves against the dark arts.",150000000,938212738,"Warner Bros. Pictures, Heyday Films","Warner Bros. Pictures, Heyday Films",18177,7.686,2007-07-08,en
767,Harry Potter and the Half-Blood Prince,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,Released,Adventure,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",250000000,933959197,"Warner Bros. Pictures, Heyday Films","Warner Bros. Pictures, Heyday Films",18127,7.697,2009-07-15,en
